V_Tx_Max
242.18758004997153
242.94306622950842
242.08146495673125
242.23577594758112
241.88571057462113
242.61890898010896
243.3130039775446
244.17152567680392
242.87783926263094
243.15275805131876
243.28853361477402
242.19982674823805
242.35503812914124
243.46476150890123
242.06934651921816
242.34345014930173
243.52114529135252
242.24439814032982
241.80657895141434
242.22806323027683
242.37909264964364
241.9488350762815
242.0783310996515
242.29847311097686
242.25974505774502
241.92951166713604
241.67184006735133
241.8007219741499
242.2057217548602
242.38973769040808
242.55170955178744
242.20032471519062
242.12728889130682
242.07763458559356
242.06951187872676
242.19447587828697
241.9703828324623
241.9987588780452
242.20618031362963
242.2181482605124
242.67991974340194
242.82364981239874
242.43806226994928
242.80630382887097
242.021309036981
241.8433013009503
242.2248837353655
241.9828746011806
242.5534557758289
242.76029144206927
241.94958429295454
242.95018980978816
242.17399660771784
242.53597087311573
242.48674543185956
241.71752564863633
241.62481551951376
242.24050401693026
241.79851054672324
241.97791398221835
242.06537479559825
242.1369747319935
241.99779444253954
242.1552237155256
242.527485598265
241.92861855480828
242.22167994610058
242.81368501381894
242.37818863640493
242.36205559200852
242.97369071119658
242.4054772371113
242.194728428348
243.16738884173765
242.87798239024067
243.78552588583804
243.42405936143663
241.85666480602697
241.85530807272892
243.69598596054277
243.5060991761216
243.54648512834038
243.47670264088205
242.58709188178705
243.0827789827052
243.03406424632345
243.6909901061544
242.81553035155278
242.9485205179364
243.6675742533366
243.52709618442893
242.30717741353956
243.5337512654224
243.54802213299976
243.6026473681158
243.4583961454653
243.68915393100903
243.64639571546945
243.60080256238933
243.54922652865088
243.65515189195605
243.679029642194
243.65547418683857
243.49172466361068
243.59127055266495
243.66111543864665
243.48361342713585
243.62872846491348
243.6002352668827
243.4982805342552
243.46440475559228
243.4645269199256
243.59370360036883
243.56652623988126
243.4983762610768
243.52271864193293
243.49990126994786
243.45802061832475
243.41028085035603
243.44299957515963
243.43418102624926
243.42925126835695
243.39473442416028
243.35444478820946
243.38979571808557
243.36737774065
243.38648919881058
243.41776867275726
243.3106668998322
243.19824542233079
243.44758812404746
243.23323080434625
243.05514216676042
242.82690311399227
242.71003849364766
243.6506941249282
243.16550286890637
243.30910086422563
242.26227131585466
242.91876143921573
243.3931772162148
242.75218253011073
242.0281773202099
241.82313874952612
242.8102357283265
242.66867910967795
242.5699852832224
242.25636015989699
242.08214940290225
242.02421131571333
242.11599876666352
242.30501236010878
242.1591147649766
