Spare_Capacity
535.6382062596958
536.9209811832648
535.4483342210572
534.805349603922
537.641161891529
535.1878852833738
535.6924753959591
535.5559239803523
537.264736500771
533.1204171523208
534.9174408749659
536.147837607362
530.0093432854837
531.9548824908646
531.1206666553627
532.4865926572771
532.8334766208789
534.0837403628858
528.1666774285184
529.2080504085302
528.435249480907
529.2903269571974
529.2879762318742
530.7132976270096
525.161671010087
529.4240089397426
525.9307673314476
526.061429415496
526.666150892916
526.4058802977174
523.6422607737155
524.3046275904958
522.8311003722148
524.8881691741112
524.4711506074098
522.8305934505469
524.1372131351109
525.1646223162134
523.8642539018551
523.8175309885166
524.9861792783961
522.2951376775386
522.4223042621578
521.6430950245945
522.7355973856337
524.1552173909583
521.9481462744284
523.6129414846888
521.4608984389106
524.2293575640921
523.5341069852441
524.9920396191436
521.7582081247544
522.4721209769671
519.0050467474783
521.8542219366074
521.8485630050636
522.2154747572604
523.6659273668362
520.799592145285
525.5968240801247
522.6555696086905
523.0737894431738
523.0321160307647
524.3677563074438
522.1478329771714
527.3001639451079
526.2744056033029
524.9045421442988
531.6582817368269
530.814427040327
531.275581725138
529.6155551091376
530.5988635387033
530.1970629067044
530.2798116933823
526.9349336488243
529.1702323990694
529.2325993774415
527.1271761360141
526.6069277753284
525.5333253809324
526.4575329286029
524.2881875773643
522.4522461032126
522.2471484998007
521.0510732810073
519.3099701221479
520.4712614976022
520.6829592146289
526.251222932278
522.8431129738194
521.6580052016491
523.6471746612656
470.63047300726737
468.4513468946636
468.98870274728364
468.39866708541865
468.32753869730993
467.4048835861499
465.7142789305929
464.3295865187458
462.5124580047021
461.2007746298779
460.1403366248674
457.11358026605564
461.52590496265924
461.63936055557724
448.00617799787915
442.78396967690566
456.0822211644412
440.4890364533028
522.8810213486738
460.38399865506875
525.9510218565813
529.6307989799038
522.344694167562
456.5927383938275
424.73884784833797
450.26235122408235
522.1950511533809
522.6265458662914
460.1157629822369
422.7234951768715
409.6648223326611
410.29952753844344
414.505311352505
424.0741425875954
527.2587631095971
465.15112728450663
424.440653137588
418.3938161367855
412.95968282551564
409.3293012664288
466.48201833457193
448.45889443065744
407.84990495247
415.5891765637642
411.47326747661305
404.76601982988655
409.5778608475142
399.59681717877027
391.77854885759047
420.691730159872
396.98199759150765
393.3169817927995
454.0640977201182
465.92827303244565
399.9813462350593
421.08391227620325
457.43136442771265
460.2848464557521
392.66545277946193
401.50613706837015
446.35113738401463
455.55882384855005
421.40923021421173
391.9272929069874
389.5947922404762
435.7862713736409
420.2852994358084
448.1130989693893
456.4085162292319
468.0395250192113
438.2115826980763
464.43738114712767
455.95752870014644
392.10259325298125
411.7021224345225
404.7205689018939
403.116498286521
441.499912162041
399.1352180520496
401.8008533793468
402.188295050492
403.3210340905983
416.83244514078535
454.76785890951646
408.4734650715821
409.40171920161674
415.9248388911549
417.6808536780676
420.72447528265184
419.8853155396864
415.69317092029314
414.3520387480121
431.825782346398
430.9221576508088
435.8576928258956
523.080149993242
459.5693915716069
443.73037105747005
428.9766604307747
464.0739396253141
523.7231387681428
444.0928817467715
449.16259227879704
524.4984257828402
428.94049028563256
443.9722173574594
443.6853382141424
445.2450203794484
447.8447330570353
451.5969036140796
447.9928208601135
450.6747519928444
455.476301574481
455.88364239758016
455.82595263434047
455.5034095583767
459.0346587479204
527.8295459497666
459.07139984770936
526.3744780340774
525.2534785159233
524.1471040600775
532.4671931051741
523.5102736171069
538.1948850189294
530.0924579031565
529.1927038039516
529.2509845216974
545.1700966150964
541.5984282297412
541.9110231397547
543.2304719711855
541.2191488143034
547.6913544267865
544.43225546037
546.1467580395472
553.5513396900726
551.4267144525269
556.0659698349125
566.0174517837631
555.4199370491137
553.7678618561157
555.0549484396937
553.6553114816164
562.6374316261707
560.3903626388438
558.3673538514205
560.977396183194
560.8010863560172
566.2838086817987
561.9074887143403
563.6691971664185
555.5041239731232
556.7545700219615
554.8845966994116
560.9696503896406
565.7149245467966
558.2642768256774
556.9359656560098
552.3408972741976
551.5398458031685
547.7040559403487
552.2875983118691
551.1456084299399
558.0609732895531
554.9022271657464
554.7626065011732
559.5930968194639
557.7422309353269
553.4702849641336
554.7918847321691
554.07717113147
554.2516347894876
560.4436952832223
557.8825561166864
556.4048518157558
554.725867597525
551.7646386631686
552.9781429793131
557.4425346922374
550.7793239278212
555.4298681809189
554.4202525846023
552.8809068928508
550.3317465226241
549.9245990560806
552.1043822459312
550.5239144247026
542.1720565268836
543.321433093041
541.5884731576052
543.5910877461283
540.5007257386005
542.6257826522774
