Agg_P_Passive_Cust
-35.6382062596958
-36.920981183264736
-35.448334221057145
-34.805349603922004
-37.641161891529066
-35.18788528337376
-35.69247539595912
-35.555923980352304
-37.26473650077106
-33.120417152320805
-34.917440874965855
-36.14783760736205
-30.00934328548371
-31.954882490864605
-31.120666655362665
-32.486592657277114
-32.833476620878876
-34.08374036288579
-28.16667742851837
-29.208050408530198
-28.435249480906986
-29.29032695719745
-29.28797623187412
-30.713297627009652
-25.161671010086998
-29.424008939742688
-25.930767331447523
-26.061429415496075
-26.66615089291602
-26.40588029771744
-23.642260773715527
-24.30462759049577
-22.831100372214813
-24.88816917411118
-24.47115060740979
-22.830593450546885
-24.137213135110915
-25.16462231621335
-23.864253901855115
-23.81753098851669
-24.98617927839607
-22.29513767753862
-22.422304262157862
-21.643095024594434
-22.735597385633707
-24.1552173909584
-21.948146274428428
-23.612941484688765
-21.460898438910547
-24.229357564092105
-23.534106985244115
-24.99203961914364
-21.7582081247544
-22.472120976967027
-19.00504674747837
-21.854221936607324
-21.848563005063617
-22.215474757260328
-23.66592736683619
-20.799592145284997
-25.59682408012476
-22.655569608690456
-23.073789443173833
-23.03211603076464
-24.367756307443766
-22.147832977171483
-27.300163945107904
-26.274405603302824
-24.904542144298834
-31.658281736826865
-30.814427040327057
-31.275581725137897
-29.61555510913765
-30.59886353870333
-30.197062906704407
-30.279811693382285
-26.93493364882429
-29.170232399069427
-29.232599377441538
-27.127176136014068
-26.60692777532841
-25.533325380932435
-26.457532928602877
-24.288187577364305
-22.452246103212627
-22.24714849980071
-21.05107328100734
-19.30997012214784
-20.471261497602228
-20.682959214628916
-26.25122293227796
-22.843112973819448
-21.658005201649104
-23.64717466126558
29.369526992732634
31.548653105336445
31.011297252716354
31.601332914581324
31.672461302690046
32.5951164138501
34.2857210694071
35.670413481254144
37.48754199529787
38.79922537012211
39.85966337513258
42.886419733944365
38.47409503734076
38.360639444422766
51.99382200212088
57.21603032309434
43.917778835558835
59.51096354669724
-22.88102134867384
39.61600134493123
-25.951021856581317
-29.630798979903837
-22.344694167562025
43.40726160617247
75.26115215166205
49.737648775917656
-22.195051153380817
-22.62654586629139
39.88423701776312
77.2765048231285
90.33517766733888
89.70047246155654
85.49468864749501
75.92585741240457
-27.258763109597112
34.8488727154934
75.55934686241197
81.60618386321447
87.04031717448433
90.67069873357123
33.51798166542808
51.541105569342584
92.15009504753
84.41082343623576
88.52673252338698
95.23398017011347
90.42213915248577
100.40318282122973
108.22145114240953
79.30826984012802
103.01800240849234
106.68301820720052
45.93590227988184
34.071726967554355
100.01865376494074
78.91608772379678
42.56863557228735
39.71515354424795
107.33454722053807
98.49386293162986
53.64886261598537
44.441176151449966
78.59076978578825
108.07270709301258
110.40520775952382
64.21372862635913
79.71470056419165
51.886901030610694
43.59148377076811
31.960474980788746
61.78841730192369
35.56261885287236
44.04247129985358
107.89740674701872
88.29787756547749
95.27943109810607
96.883501713479
58.50008783795895
100.86478194795039
98.1991466206532
97.81170494950798
96.67896590940171
83.16755485921463
45.23214109048355
91.52653492841792
90.59828079838323
84.0751611088451
82.31914632193241
79.27552471734816
80.1146844603136
84.30682907970689
85.64796125198788
68.17421765360201
69.07784234919119
64.14230717410445
-23.08014999324202
40.43060842839309
56.26962894252998
71.0233395692253
35.92606037468591
-23.723138768142753
55.90711825322846
50.83740772120296
-24.498425782840155
71.05950971436745
56.027782642540586
56.3146617858576
54.754979620551595
52.15526694296474
48.4030963859204
52.0071791398865
49.3252480071556
44.52369842551897
44.11635760241981
44.17404736565954
44.4965904416233
40.9653412520796
-27.829545949766576
40.92860015229064
-26.37447803407739
-25.25347851592334
-24.14710406007743
-32.467193105174154
-23.510273617106886
-38.194885018929476
-30.092457903156554
-29.192703803951623
-29.25098452169746
-45.17009661509644
-41.59842822974126
-41.911023139754704
-43.230471971185516
-41.219148814303345
-47.69135442678644
-44.43225546037003
-46.14675803954722
-53.55133969007261
-51.426714452526895
-56.0659698349125
-66.01745178376314
-55.41993704911374
-53.76786185611568
-55.054948439693746
-53.65531148161643
-62.63743162617068
-60.390362638843804
-58.36735385142051
-60.977396183193996
-60.8010863560172
-66.28380868179879
-61.907488714340225
-63.66919716641848
-55.50412397312318
-56.75457002196147
-54.884596699411595
-60.96965038964064
-65.71492454679667
-58.26427682567737
-56.935965656009756
-52.340897274197594
-51.5398458031685
-47.70405594034872
-52.28759831186913
-51.1456084299399
-58.06097328955305
-54.90222716574635
-54.76260650117321
-59.59309681946393
-57.74223093532686
-53.47028496413361
-54.791884732169116
-54.07717113147001
-54.25163478948761
-60.4436952832223
-57.88255611668639
-56.404851815755876
-54.72586759752504
-51.764638663168625
-52.978142979313176
-57.44253469223734
-50.779323927821196
-55.42986818091893
-54.42025258460229
-52.88090689285081
-50.33174652262419
-49.924599056080616
-52.10438224593123
-50.52391442470267
-42.17205652688361
-43.32143309304104
-41.58847315760522
-43.59108774612837
-40.5007257386005
-42.62578265227744
