P_Agg
16.186861974777205
78.6833359433847
9.052126494137719
26.625078446379348
2.587044491530531
55.44567407025794
102.82464714964352
157.52395538263647
85.25649860632203
102.03252947897741
109.53627364746144
45.95954977154024
50.342785676106715
116.21703018017233
34.31308709496078
41.91884134982487
128.83934456828416
49.40149987859133
12.248145772345442
39.588460431279685
49.39345516542184
27.007231888143153
28.695224496107816
46.910035228092894
46.79460817715598
20.89930549005192
9.439456520697552
18.869871827579626
40.404595053893416
56.25788201066322
67.3311573720807
47.285394623040524
38.45157493677753
44.07195680317777
30.987440612466838
35.150006336219874
22.394384327602175
25.5291159391612
29.616075899277046
34.26709235045463
68.90713678559082
79.84590494451913
56.546535393477626
78.09355482734863
21.248629145339926
19.05640263119429
37.35840336924986
15.838533081994424
56.820696889337896
80.57038292822341
34.42295651028932
90.0677236060466
50.13890676991331
68.24059018826092
61.58608891708013
20.686543246082472
13.629796112921522
47.08746097506273
31.592111482640046
36.1856602073879
9.760656079985305
21.6987342544769
20.271113639433455
25.297557585190567
54.00523441607894
17.943469029901237
29.151913924205125
71.04910431673665
46.94585029040557
48.96076585954659
90.14875532269608
51.0174000467567
41.24688776443433
98.98513752149273
79.86677146523833
143.0113593103739
120.89052973455777
12.485475598287103
15.238851825174747
133.67389748923526
127.92288831688381
130.6511924694011
127.96608813445151
71.05451421113783
97.31782585053051
99.12396433173046
141.98452123659644
89.16788280448603
96.83731834193597
140.82753415507122
128.16052016184358
48.75147803060733
132.67488215671844
131.19146808169165
131.21545382614116
128.48468588339398
133.9512707413155
139.3973566260341
135.79035936402227
134.41958659870616
136.43237322227517
136.16558748116563
137.06264497167703
136.21766685656496
138.8056263023467
140.05847566145718
136.00461666901958
138.4244057179847
138.18254038009542
134.67501632366827
132.8839347855606
132.49120899150404
134.3061941973405
134.46211989053793
133.15417636842625
133.8167322193107
136.03018094252266
132.78465836985114
131.18223044461624
128.88512220102584
128.03212510988675
128.0919476145582
128.67363117782864
126.91843131316537
130.97049854972875
122.88247584017614
122.14419481602727
119.68214534256474
114.18845192669932
111.59543961384787
119.89701482668598
111.3129984270454
99.45327301000768
83.12167332981612
78.6906401105061
133.18300380937518
109.50232976473427
116.68010811921448
50.77447732166825
93.70046528535153
111.11455791542748
77.3559815963406
27.922562419419673
18.742234112603384
80.38299614178385
69.03023964945955
62.63423492671723
48.08631349089388
37.250502910408116
37.09940727306964
42.85217893458965
49.747655515906395
43.11040037965891
