x1,x2,x3
-0.3939083262730307,-120.3908152717791,119.61117411911644
-0.40977576426206475,-120.39718394777287,119.60120298428804
-0.40326592045716025,-120.39215442350927,119.60342592449602
-0.40053070566727494,-120.38861887625248,119.60789485375962
-0.4005846754103209,-120.38601062066266,119.6118415335155
-0.41190032404653815,-120.39378341673853,119.60041908787677
-0.38299846968728846,-120.3749250831502,119.6196848723386
-0.3817346971935453,-120.37299664922995,119.62093431642742
-0.3720201846011343,-120.36745643080889,119.62808151298417
-0.37587586487966623,-120.3654372933797,119.62944349203792
-0.3822857842245986,-120.37287802766112,119.62315767540576
-0.37677548020779855,-120.36798406029507,119.6277255460149
-0.36759356894547807,-120.35044810929053,119.6396847289772
-0.3687621537647396,-120.352442418639,119.63940207340286
-0.36455208703936126,-120.34951820176352,119.64253177026089
-0.3700284472906246,-120.35710063701545,119.6378801540162
-0.36673297220127754,-120.3571474164394,119.63942282883743
-0.3736436694297481,-120.35612466521863,119.63525683633594
-0.34404809123779057,-120.32938357873304,119.6632471274061
-0.34256052004390236,-120.3324742560433,119.65648653260735
-0.35114378526316753,-120.34292102741338,119.65918958172675
-0.34190914888147095,-120.33107814470974,119.65956923629551
-0.3394210881118555,-120.33334758458983,119.66300703376207
-0.3484682830464609,-120.3390159597505,119.65721158500432
-0.3324944827113402,-120.31948579496687,119.67326915154594
-0.34376612296491904,-120.33219239707196,119.66390171382974
-0.3306634912663112,-120.31868366747952,119.67620976406336
-0.3353083303385105,-120.32503318894393,119.67217418657312
-0.3295032079396738,-120.32296566153985,119.67200095511875
-0.3383651496766979,-120.33223981213169,119.66361944927387
-0.3178441168995792,-120.3121009251619,119.68047998245052
-0.31952416621711627,-120.31084446466271,119.6852117664592
-0.3256119271875425,-120.31749949707574,119.67663016900607
-0.32828076757845426,-120.32007239519116,119.67300434300967
-0.32140929949612634,-120.31616529942872,119.67968364263334
-0.31831106758182637,-120.31204356841927,119.68221522716122
-0.3237587673274339,-120.31397318235109,119.67919593831951
-0.32234486816702085,-120.31386641230273,119.6769076504423
-0.32070974674132474,-120.31412631028665,119.67795089406953
-0.32584386267081644,-120.31578099528531,119.67717090638503
-0.332794553417948,-120.32253589529778,119.67078074843961
-0.32908084148595523,-120.3174832718458,119.67671784736781
-0.3205705136134532,-120.31271175075399,119.68262371588908
-0.3279306471011381,-120.31716477982786,119.67669029201892
-0.3300138204194583,-120.31704494833812,119.67883480130793
-0.3345366012445226,-120.32304658205054,119.67089203001636
-0.33252176645707865,-120.32245284160916,119.67183472254136
-0.33617944363783353,-120.32191988373566,119.67502310399514
-0.3243859651343725,-120.31696515628725,119.6747354872828
-0.32708703377769044,-120.31822441961978,119.6684050590172
-0.32329531535573297,-120.31632934132507,119.67537124771192
-0.3308845876638252,-120.3244493709027,119.66701511557024
-0.3264103262429326,-120.3171601063053,119.67550659805981
-0.33043460450229867,-120.32154556036772,119.67050009592127
-0.3270788320889554,-120.32042263444126,119.67733160985341
-0.3267059508688789,-120.31710117795409,119.67869965819487
-0.3293173019297515,-120.3196763467208,119.67602733461767
-0.3301692167709971,-120.32149283678115,119.6740551044977
-0.3351327288938029,-120.32610200087746,119.66771700403056
-0.3290595895361407,-120.32139981077276,119.67420296846251
-0.34148190402523015,-120.33664220342675,119.65519796267891
-0.3388771344899059,-120.3312391475172,119.65995006344035
-0.3442667455566863,-120.33643745244322,119.66074018199511
-0.33522420827879995,-120.3276020618092,119.66457192676884
-0.343573869890643,-120.33470350155334,119.65454653062092
-0.34068581416818666,-120.33003444455872,119.66187397020299
-0.35359930431759795,-120.34543948358554,119.64347215374082
-0.35486040538326546,-120.34710617682252,119.64183802817513
-0.36276807609595796,-120.3512308273347,119.63686571028859
-0.30668753553264405,-120.2976416208447,119.68729842028026
-0.3081938117766678,-120.29664170649352,119.68883451487716
-0.3097239514948244,-120.296106928791,119.68496630783378
-0.31898881995697453,-120.30198308566595,119.68261118713183
-0.3147143969483618,-120.30108375014626,119.68430795320495
-0.31131910517745986,-120.30402753182132,119.68303345890205
-0.3123942689807887,-120.3018518713252,119.68467260936289
-0.30700179236843844,-120.29741709873623,119.6927692855774
-0.29925571293241227,-120.28982584834822,119.6940269428593
-0.3111350355650754,-120.30083936780308,119.68446776534029
-0.3042772773251555,-120.29585955529603,119.68990149474799
-0.29498869501189207,-120.28250063964867,119.70011737897943
-0.28884210075101047,-120.27871959716701,119.70303946179737
-0.2740146899581829,-120.2680689148492,119.7156244652617
-0.259302619996714,-120.2547653462314,119.73465263269196
-0.2564078209899927,-120.24702411968946,119.73305282351343
-0.25176868356057114,-120.24446389324895,119.73176740732087
-0.2433631581890173,-120.23941647909903,119.74136062663548
-0.2333058505674143,-120.23338230964411,119.74968244931247
-0.22331863993148932,-120.21915027495643,119.76057145190025
-0.21294613145647004,-120.21217047311863,119.76520760139323
-0.2098729704164884,-120.21308305159812,119.76144208343679
-0.20909511771997033,-120.21160109894838,119.76207871051204
-0.19507772711215832,-120.20125351508912,119.77484127987306
-0.19373182769364522,-120.19798282692942,119.77855281245101
-0.1690768971656078,-120.17430583683732,119.80429016786826
-0.15845283117228595,-120.16401835444046,119.8171467329012
-0.15667802386145058,-120.16548278636397,119.80844964284456
-0.14870511207090145,-120.15765233381552,119.82084512187832
-0.13956002206907583,-120.14700158529638,119.83237807629448
-0.12154849958432727,-120.13034629818253,119.84679051555506
-0.10824443695362633,-120.12501556851922,119.85390337620524
-0.10272051072188368,-120.10917055904454,119.8630931963183
-0.09325598696692415,-120.10686470042637,119.86925475831474
-0.08008723247984365,-120.09712952713939,119.88073536843874
-0.06600522922913818,-120.08628862705464,119.8926909299402
-0.03882924026149547,-120.06473316768403,119.91534264219018
-0.08367887818488114,-120.0948492857151,119.8858097729692
-0.08970221833753074,-120.10732283350504,119.87353375472573
0.03601095429598372,-119.98238620138339,119.99043342135265
0.08438809107187502,-119.94251440719007,120.03426173825488
-0.027263686070925167,-120.04473603959809,119.93253083007946
0.10139120448516806,-119.92802547104768,120.04837204742161
-0.2021742561209916,-120.20193004497482,119.77940646560572
-0.06729090383002306,-120.08073339132996,119.902297930021
-0.24099092121624643,-120.23434825490315,119.75418137753188
-0.2901365344285414,-120.28117565781648,119.71057763326952
-0.1868670172794503,-120.18659643433632,119.7941201891265
-0.03325500012551169,-120.05082325564908,119.93582264856094
0.20138956336939037,-119.83855581809254,120.13962323092089
0.032863202663380026,-119.99252573908448,119.9923428254942
-0.23449205079997165,-120.22206341713765,119.75091945129479
-0.23713534468835135,-120.23719901660853,119.7474533966097
-0.07736171577700952,-120.08580847237639,119.88782175759363
0.235359130011163,-119.80624357115036,120.16350809387599
0.31895811807654456,-119.73214797960173,120.23686185438439
0.3191913866130006,-119.72275682617801,120.24279100303356
0.30916789305785947,-119.74022611719612,120.22661381027682
0.23499826315446573,-119.80174197913354,120.16357296957082
-0.2852199150924836,-120.27738857111208,119.70301258151527
-0.1051451508444007,-120.118736289739,119.85618341860327
0.2508125630572372,-119.79181803207231,120.17031440139601
0.2734188706265271,-119.77294623794685,120.19978676585978
0.31603612723492497,-119.73876201970936,120.23588195795358
0.33009288320264557,-119.71826251058928,120.25085211767433
-0.1472517078809059,-120.14756464795869,119.82276232712172
0.03534556809480134,-119.98524447331904,119.98541475569083
0.30935200472875607,-119.73821460192795,120.2340874529465
0.3053060282145532,-119.74261431336429,120.22684835015508
0.2972922259552166,-119.74987195415626,120.2147918408384
0.35317539679930227,-119.69793053006494,120.26796250825114
0.37316911420446286,-119.68318929563831,120.27946107578141
0.39758690470567554,-119.66751417300392,120.30114925063349
0.40436971288760154,-119.64883043260355,120.31406503880862
0.24446321970018295,-119.79881546524082,120.16592771693618
0.38357367698207995,-119.6785853451016,120.28971482675648
0.4343918161155006,-119.62672215897669,120.33209903548342
-0.026937818785778955,-120.05143818103637,119.92365821322618
-0.1626013998201864,-120.16452393583748,119.80663637048103
0.3717554385052108,-119.68555995255693,120.27509844243549
0.2456177820809023,-119.79069393190971,120.16885214630402
-0.024589849294083685,-120.04168709029116,119.93375708757208
-0.05942284632897157,-120.07251076898646,119.8981877748898
0.4178244481021711,-119.64343207786426,120.32326549199436
0.3817298571856109,-119.6760726390007,120.29339637807269
0.0471737296773256,-119.97651624654267,119.99651063289889
-0.024904007732781574,-120.04222661935262,119.93774185454507
0.24375917448164935,-119.8059536481084,120.16194983660945
0.4516495783601349,-119.62495369777461,120.341967830879
0.4544668483807386,-119.61569893721965,120.3470578891045
0.1399168836794537,-119.89932344766582,120.0641616121787
0.25891703464353505,-119.79152872598313,120.17634315246069
0.06706964394684191,-119.97400023927342,120.00175520895434
-0.030123276912232433,-120.05263970130378,119.92392656964873
